str_no_string|CHYBÍ TEXT!
str_npc11_home_recap|Kde jsem se narodil? Ve stepi. Žádný kočovník neví na chlup přesně, kde se narodil.
str_npc12_home_recap|Nevelký domek na svahu Šekavice, z něhož bylo vidět na Dněpr a na Glybočický přístav. To jsou mé první vzpomínky na dětství.
str_npc13_home_recap|Radši na to nevzpomínat. Když si vzpomenu na svou dřevěnici u Poltavy, pro samé slzy skoro nic nevidím.
str_npc14_home_recap|Revel, Revel... Kdybych se tak mohla aspoň jedním očkem podívat do té úzké uličky, kde stával náš dům.
str_npc15_home_recap|Novgorod je moje otčina. Lepší město bys nenašel v celém Rusku.
str_npc16_home_recap|Narodila jsem se ve starobylé Kafě.
str_npc1_honorific|{synku/dcerko}
str_npc2_honorific|{pane/paní}
str_npc3_honorific|{veliteli/velitelko}
str_npc4_honorific|kamaráde
str_npc5_honorific|{Herr/Madame} {playername}
str_npc6_honorific|{můj pane/má paní}
str_npc7_honorific|kapitáne
str_npc8_honorific|{playername}-beji
str_npc9_honorific|{playername}
str_npc10_honorific|{monsignore/madam}
str_npc11_honorific|ctihodný pane
str_npc12_honorific|milostivý pane
str_npc13_honorific|{můj dobrodinče/má dobrodinko}
str_npc14_honorific|{pane/paní}
str_npc15_honorific|{pane/paní}
str_npc16_honorific|šéfe
str_comment_intro_liege_affiliated|Povídá se, že jsi přísahal věrnost jednomu z mých protivníků. Ale myslím, že si můžeme promluvit, to ničemu neuškodí.
str_comment_intro_famous_liege|Tvá sláva tě předchází! Myslím, že je načase najít si službu u takového velitele, který by tě byl hoden.
str_comment_intro_famous_martial|Už se ke mně o tobě leccos doneslo. Dá-li Bůh, možná se spolu jednoho dne utkáme na bojišti...
str_comment_intro_famous_badtempered|Už se ke mně o tobě leccos doneslo. Ale já si na plané řeči moc nepotrpím, takže jestli mi chceš něco říct, ven s tím!
str_comment_intro_famous_pitiless|Tvé jméno je mi známo a vím, že zasévá do lidských srdcí strach. Možná najdeme společnou řeč.
str_comment_intro_famous_cunning|Konečně se setkáváme. Údajně jsi {dobrý člověk/chrabrá žena}. Tak si říkám, že bychom se mohli občas sejít na kus řeči.
str_comment_intro_famous_sadistic|Tvé jméno je mi povědomé - většinou pod ním bývá napsáno „živého či mrtvého“. Ale to je tvoje věc.
str_comment_intro_famous_goodnatured|Už se ke mně o tobě ledacos doneslo! Dobře že jsme se konečně setkali osobně.
str_comment_intro_famous_upstanding|Po celé zemi se povídá, že jsi jedním z nejstatečnějších válečníků. Mohu jen doufat, že se tvá čest a tvé milosrdenství vyrovnají tvé odvaze.
str_comment_intro_noble_liege|Dobré vojáky skutečně potřebuji, ale nejdřív budeš muset dokázat, že za něco stojíš.
str_comment_intro_noble_martial|Tvé jméno mi něco říká, ale víc si toho nevybavuji. No co, až se střetneme v boji, poznáme se lépe.
str_comment_intro_noble_badtempered|Tvou korouhev vidím poprvé. Takže další přivandrovalec z ciziny... Jako by vás tu už tak nebylo víc než dost.
str_comment_intro_noble_pitiless|Máš sice šlechtickou korouhev, ale vidím ji poprvé. Další mrchožrout přichází hodovat na válečné hostině!
str_comment_intro_noble_cunning|Vypadáš na šlechtice, ale to se dá dnes říct o kdejakém dobrodruhovi. Přesto je určitě dobré se setkat s člověkem, který se jednoho dne může stát velkým vojevůdcem.
str_comment_intro_noble_sadistic|To je zvláštní, tvé jméno vůbec neznám. Určitě patříš k té „nové šlechtě“, co? Nebo je ten titul vymyšlený?
str_comment_intro_noble_goodnatured|Znak na tvé korouhvi je mi neznámý, ale v mém případě není divu. Promiň mi mou neznalost, {pane/paní}. Bude mi potěšením se s tebou seznámit.
str_comment_intro_noble_upstanding|Vůbec tvé jméno neznám. Budu ti muset věřit, že jsi šlechtického původu.
str_comment_intro_common_liege|Jsi sice jen prostého původu, ale já neustále hledám věrné a silné stoupence - samozřejmě pokud předvedou své schopnosti.
str_comment_intro_common_martial|Nejsi sice urozeného původu, ale vzhledem k tvé odvaze a cti s tebou budu jednat jako rovný s rovným. Pouze na bojišti, samozřejmě.
str_comment_intro_common_badtempered|Mluv rychle, jestli máš něco na srdci! Na řečičky obyčejných dobrodruhů nemám čas.
str_comment_intro_common_pitiless|Další žoldák? Tebe jsme tu tak potřebovali. Za chvíli tu nebude pro samé přivandrovalé vojáky Štěstěny vůbec k hnutí...
str_comment_intro_common_cunning|Inu ... Neslyšel jsem o tobě, ale na první pohled vypadáš důvěryhodně. Určitě tě čeká světlá budoucnost.
str_comment_intro_common_sadistic|Na každou otázku ti můžu dát jednu univerzální odpověď - poctivou ránu do zubů. Ale mám dneska dobrou náladu, tak se ptej.
str_comment_intro_common_goodnatured|Jaké radostné shledání!
str_comment_intro_common_upstanding|Mír s tebou a pamatuj, statečnost má vždy doprovázet milosrdenství a ruku v ruce s odvahou by měla kráčet čest.
str_comment_you_raided_my_village_enemy_benevolent|{Zaútočil/Zaútočila} jsi na nevinné sedláky ve vsi {s51}. Ti lidé byli pod mou ochranou! Tvůj život ode dneška nemá cenu zlámané grešle!
str_comment_you_raided_my_village_enemy_spiteful|Provedl jsi nájezd na mou vesnici zvanou {s51}, zničil jsi stavení a pobil mé lidi! Budu za to požadovat krvavou odplatu!
str_comment_you_raided_my_village_enemy_coldblooded|Tví lidé zaútočili na mou vesnici {s51}, zničili selská stavení a pozabíjeli mé poddané! Napříště se drž od mého panství dál, je-li ti život milý.
str_comment_you_raided_my_village_enemy|Provedl jsi nájezd na mou vesnici zvanou {s51}, zničil selská stavení a pobil lidi, kteří byli pod mou ochranou! Za své zločiny draze zaplatíš!
str_comment_you_raided_my_village_unfriendly_spiteful|Tví lidé zaútočili na mou vesnici {s51}. Budu tě muset ztrestat jako zbojníka...
str_comment_you_raided_my_village_friendly|Tví lidé zaútočili na mou vesnici {s51}! Už spolu nemáme o čem mluvit.
str_comment_you_raided_my_village_default|Tví lidé zaútočili na mou vesnici {s51}. S našimi přátelskými vztahy je tímto konec.
str_comment_you_robbed_my_village_enemy_coldblooded|Okradl jsi mé poddané ve vesnici {s51}. Beru to jako osobní urážku!
str_comment_you_robbed_my_village_enemy|Stojíš za útokem na sídlo {s51}, které je pod mou ochranou! Za to se budeš zodpovídat, zbojníku!
str_comment_you_robbed_my_village_friendly_spiteful|Povídá se, že jsi {okradl/okradla} mé poddané ze sídla {s51}. Já vím, že je válka, ale za všechno v tomhle životě se platí.
str_comment_you_robbed_my_village_friendly|Prý jsi mým lidem ze sídla {s51} {zabavil/zabavila} zásoby. Je válka, já vím, ale doufám, že s tím počítáš i ty!
str_comment_you_robbed_my_village_default|{Okradl/Okradla} jsi mé poddané ze sídla {s51}. To bych čekal od zbojníka, ne od člověka, kterého jsem považoval za přítele...
str_comment_you_accosted_my_caravan_enemy|Přepadáš kupecké vozy, které mám podle rozkazu chránit. Zloději se u nás obvykle nedožijí vysokého věku.
str_comment_you_accosted_my_caravan_default|Přepadáš karavany, které jsou pod mojí ochranou. Doufám, že to bylo jen nedorozumění. Jinak ti to přijdu osobně vysvětlit.
str_comment_you_helped_villagers_benevolent|Doneslo se mi, že pomáháš mým lidem ve vesnici {s51}. Jsem tvým velkým dlužníkem.
str_comment_you_helped_villagers_friendly_cruel|Doneslo se mi, že pomáháš mým lidem ve vesnici {s51}. Je to od tebe hezké, ale příště se do mých věcí nemíchej.
str_comment_you_helped_villagers_friendly|Řekli mi, že pomáháš mým nevolníkům ve vesnici {s51}. Jestli tě to baví, tak si klidně posluž.
str_comment_you_helped_villagers_unfriendly_spiteful|Bylo mi řečeno, že jsi {pomohl/pomohla} mým nevolníkům ve vesnici zvané {s51}. Předpokládám, že se snažíš získat podporu mezi mými poddanými, a tak tě musím požádat, aby sis napříště {hleděl/hleděla} svého.
str_comment_you_helped_villagers_cruel|Slyšel jsem, že jsi {pomohl/pomohla} mým nevolníkům ve vesnici {s51}. Pánem a ochráncem těch lidí jsem já a pomáhat jim v těžkých časech je moje povinnost. Možná jsi to {myslel/myslela} dobře, ale takové dobré skutky podkopávají mou autoritu.
str_comment_you_helped_villagers_default|Povídá se, že jsi {pomohl/pomohla} mým lidem ve vsi {s51}. Časy jsou zlé a vím, žes to {myslel/myslela} dobře, ale napříště si nic takového nezvykej. Nechci, aby začali hledat pomoc u cizích.
str_comment_you_captured_a_castle_allied_friendly|Slyšel jsem, že jsi {oblehl/oblehla} a {dobyl/dobyla} obec jménem {s51}. Výborná práce, jsem na tebe hrdý!
str_comment_you_captured_a_castle_allied_spiteful|Tak ty jsi prý {oblehl a dobyl/oblehla a dobyla} sídlo {s51}. Skvělá práce! Za vysokými hradbami nepřátelských hradů se vždycky najde spousta zlata a bečky dobrého vína!
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|Tak ty jsi prý {oblehl a dobyl/oblehla a dobyla} sídlo {s51}. Nemyslím, že ho udržíš - přivandrovalec jako ty tady nemá co dělat!
str_comment_you_captured_a_castle_allied_unfriendly|Povídá se, že jsi {oblehl a dobyl/oblehla a dobyla} sídlo zvané {s51}. Co jsme si, to jsme si, ale teď ti musím poblahopřát k vítězství!
str_comment_you_captured_a_castle_allied|Tak ty jsi prý {oblehl a dobyl/oblehla a dobyla} sídlo {s51}. Myslím, že tamní měšťané dostali, co jim patřilo!
str_comment_you_captured_my_castle_enemy_spiteful|Prý jsi {zabral/zabrala} panství zvané {s51}. To je moje léno! Tobě vykážu místo v hradním vězení!
str_comment_you_captured_my_castle_enemy_chivalrous|{Zabral/Zabrala} jsi panství zvané {s51}. To je moje léno! Až ho získám zpátky, pověsím tě na vrata. S oprátkou na krku.
str_comment_you_captured_my_castle_enemy|{s51} patří mně. Nemysli si, že ho udržíš dlouho.
str_comment_we_defeated_a_lord_unfriendly_spiteful|Říká ti něco {s54}? Mně také. Takže jistě chápeš, co tě čeká.
str_comment_we_defeated_a_lord_unfriendly|Do smrti nezapomenu, jak jsme společně porazili nepřítele - {s54}. Nebýt toho, co se stalo předtím, patřil by ti můj vděk.
str_comment_we_defeated_a_lord_cruel|Kdo by byl řekl, že od nás schytá {s54} tak zdrcující porážku? 
str_comment_we_defeated_a_lord_quarrelsome|Nikdy nezapomenu, jak jsme zvítězili nad nepřítelem jménem {s54}!
str_comment_we_defeated_a_lord_upstanding|Do smrti si budu pamatovat, jak nepřítel - {s54} - padl pod naším soustředěným náporem. Myslím, že bychom si na to klidně mohli připít!
str_comment_we_defeated_a_lord_default|Zvítězili jsme a nepřítele jsme na hlavu porazili! Bylo mi ctí bojovat po tvém boku.
str_comment_we_fought_in_siege_unfriendly_spiteful|{s51}, vzpomínáš? Předpokládám, že si budeš chtít připít na naše společné vítězství. Možná pak zapomenu na všechny nepříjemnosti, které mě kvůli tobě potkaly.
str_comment_we_fought_in_siege_unfriendly|Do smrti nezapomenu, jak padl náš společný nepřítel {s51}, ale také nemohu zapomenout na všechno špatné, co od tebe vzešlo.
str_comment_we_fought_in_siege_cruel|Nikdy nezapomenu, jak jsme společně zdolali nepřátelské hradby a pobili jsme všechny obránce jako kuřata! Byl to nejlepší lov mého života!
str_comment_we_fought_in_siege_quarrelsome|Pamatuješ, jak zoufale nepřátelé křičeli, když jsme se probili na hradby? Mysleli jsi, že jsou tam v bezpečí, ale my jsme je rychle vyvedli z omylu.
str_comment_we_fought_in_siege_upstanding|Do smrti nezapomenu na útok na sídlo {s51}. O takových bitvách se skládají písně!
str_comment_we_fought_in_siege_default|Zvítězili jsme a nepřítele jsme na hlavu porazili! Bylo mi ctí bojovat po tvém boku.
str_comment_we_fought_in_major_battle_unfriendly_spiteful|{s51}, pamatuješ? Předpokládám, že si budeš chtít připít na naše společné vítězství. Ale jenom na to, mám dobře v paměti naše dřívější neshody!
str_comment_we_fought_in_major_battle_unfriendly|Do smrti nezapomenu na slavnou bitvu, ve které jsme bojovali bok po boku, ale také nemohu zapomenout, co dalšího máš ještě na svědomí.
str_comment_we_fought_in_major_battle_cruel|Nikdy nezapomenu na to, jak jsme společně prorazili první linii a jak před námi nepřátelé utíkali s křikem 'Zachraň se, kdo můžeš!' Překrásná vzpomínka!
str_comment_we_fought_in_major_battle_quarrelsome|Byl to dobrý boj, tehdy u sídla {s51}! Pamatuješ, jak od nás nepřátelé pelášili pryč?
str_comment_we_fought_in_major_battle_upstanding|Nikdy nezapomenu, jak jsme bok po boku bojovali v bitvě u města {s51}. Měli bychom znovu vzdát dík nebesům a modlit se, aby nám sláva příliš nestoupla do hlavy.
str_comment_we_fought_in_major_battle_default|Zvítězili jsme a nepřítele jsme na hlavu porazili! Bylo mi ctí bojovat po tvém boku.
str_comment_you_defeated_a_lord_allied_liege|Takže ty jsi {zkřížil/zkřížila} meče s tím parchantem, který si říká {s54}, a {zvítězil/zvítězila} jsi nad ním? To mne těší!
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|Doneslo se mi, že jste spolu ty a {s54} bojovali a že se vítězství přiklonilo na tvou stranu. Občas je zkrátka štěstí unavené a sedne i na vola.
str_comment_you_defeated_a_lord_allied_spiteful|Takže ty a {s54} jste spolu bojovali a vítězství se přiklonilo na tvou stranu? Výborně! Škoda že jsme s mými lidmi nemohli slyšet, jak škemrá o milost!
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|Doneslo se mi, že jste spolu ty a {s54} bojovali a že se vítězství přiklonilo na tvou stranu. Doufám, že je to pravda.
str_comment_you_defeated_a_lord_allied|Doslechl jsem se, že jste spolu ty a {s54} bojovali a že jsi ho porazil. Blahopřeju ti k vítězství!
str_comment_you_defeated_me_enemy_chivalrous|No co, měli jste přesilu. Uvidíme příště.
str_comment_you_defeated_me_enemy_spiteful|Vyhlídka na naše další setkání mi nedala spát. Tentokrát ti na ty tvé triky neskočím a přinutím tě škemrat o milost!
