str_no_string|BRAK LINII!
str_npc3_retirement_speech|Jest pewna sprawa, Panie naczelniku! Nocą miałem wizję. Dziewica Maryja powiedziała: ''Idź do Rygi, do biskupa i pokajaj się''. Przywróci Ci święcenia i odda parafię. Nie pierwszy raz się pojawia, więc powinienem pójść...
str_npc4_retirement_speech|Jest sprawa, chłopcze. Tu bracia Dońcy wybierają się do Persji, towary sprzedać. Chcą, żebym do nich dołączył. Więc nie obraź się, ale pójdę z nimi.
str_npc5_retirement_speech|Czuję się winny, {herr komendant/pani}, ale muszę prosić o anulowanie naszego kontraktu. Miejsce żołnierza jest w regularnej armii królewskiej, a nie w oddziale najemników. Niech los Ci sprzyja!
str_npc6_retirement_speech|Posłuchaj, {Panie/Pani}. Serce mnie boli, wciąż o żonę się martwię, jak tam jej samej na obczyźnie. Więc nie żyw urazy, lecz na pewien czas Cię opuszczę.
str_npc7_retirement_speech|Kapitanie! Racz mi wybaczyć, lecz ostatnimi czasy czuję się zbędny. Spróbuję poszukać innego oddziału, gdzie będą mogli mnie docenić.
str_npc8_retirement_speech|Wybacz mi, ago, ale jest taka sprawa. W sąsiednim mieście kat, z uwagi na swój wiek, zwolnił stanowisko. Gdybyś wiedział, jak ja tęsknię za moją ukochaną pracą. Po nocach ciągle mi się śni to topór, to pętla, to jedwabny sznur. Więc, jeśli pozwolisz, udam się tam i spróbuję popracować w zawodzie...
str_npc9_retirement_speech|{Playername}, czas się rozstać. Słyszałem, że pod Briańskiem rozpoczęły się działania wojenne i chcę się tam udać, żeby odzyskać stracone ziemie. Dziękuję za wszystko i nie myśl o mnie źle.
str_npc10_retirement_speech|Powiem wprost. Jestem najemnikiem, a u Ciebie ostatnimi czasy sprawy nie mają się zbyt dobrze. Do tego dostałem korzystną propozycję. Mam nadzieję, że nie spotkamy się na polu bitwy. Żegnaj.
str_npc11_retirement_speech|Przybył posłaniec ze stepu, murzo! Nogajska orda jest gotowa do wyprawy. Nadszedł czas, żeby wyzwolić się spod tureckiego jarzma. Muszę tam być, żegnaj!
str_npc12_retirement_speech|Nadszedł czas, miłościwy Panie... Opuszczam Cię. Miejscowi przekonali mnie, żebym z nimi został i leczył ich. Jestem Ci wdzięczny za pomoc i ochronę, a jeśli trzeba będzie postawić pijawki, zwróć się do mnie.
str_npc13_retirement_speech|Zmęczyły mnie niekończące się podróże i walki, {playername}! Spróbuję znaleźć sobie zakątek, gdzie będę mogła spokojnie żyć i zajmować się swoim rzemiosłem. Na pożegnanie zamówię dla Ciebie powodzenie w wojnie.
str_npc14_retirement_speech|Wybacz, {meister/pani}, ale skończyła się moja cierpliwość. Twoi żołnierze to niewdzięczne pasibrzuchy, a twoi towarzysze - chamy. Do tego zajmowanie się dostawami, bez dbania o własną kieszeń, to hańba dla mojego zawodu. Oto raport, w którym rozpisane są wszystkie dochody i wydatki. Mam nadzieję, że rozstajemy się w zgodzie?
str_npc15_retirement_speech|Nie mam już siły, {Panie/Pani}, do tego koczowniczego życia. Włóczymy się po polach i lasach, jak jacyś włóczędzy. Pójdę więc, spróbuję wrócić do domu. Dzięki Ci za chleb i sól, za schronienie i naukę.
str_npc16_retirement_speech|Wybacz, ale nie mogę być dłużej Twoją strażniczką. Twoi towarzysze, Twoje sprawy - są dla mnie nie do przyjęcia. Żegnaj, może się jeszcze spotkamy.
str_npc1_rehire_speech|Wiesz, {synku/dziewucho}, choć mam już swoje lata, to spokojne życie nie jest dla mnie. Zwłaszcza gdy wokół wrogowie. Więc, jeśli rozkażesz mi przynieść dzban dobrego wina, z radością wrócę pod Twoją komendę.
str_npc2_rehire_speech|Muszę przyznać, że byłeś najlepszym towarzyszem, jakiego zdarzyło mi się spotkać. Moje odejście było wielkim błędem.
str_npc3_rehire_speech|To Ty, Panie naczelniku! Mówił mi diakon Soboru Domskiego, że wiara w sny to grzech i zabobon. Te dni, które spędziłem w biskupim lochu, do tej pory wspominam z przerażeniem. Generalnie - możesz na mnie liczyć.
str_npc4_rehire_speech|Bądź pozdrowiony! Czuło moje serce, że z tej wyprawy nie wyniknie nic dobrego. Udział mój był tak skromny, że wszystko przepuściłem w najbliższej knajpie. Tak więc, jeśli przyjmiesz mnie z powrotem, będę bardzo rad.
str_npc5_rehire_speech|{Herr/Dame} {playername}! Kilku tygodni w pułku muszkieterów wystarczyło, żebym zrozumiał swój błąd. Zamiast walczyć, całymi dniami graliśmy w szachy, a kiedy wróciłem z przepustki lekko zawiany, dostałem dziesięć dni karceru. Siedząc w mokrej, zimnej piwnicy, wspominałem nasze wyprawy jak najlepsze chwile mego życia. Ot, już pergamin kupiłem i kontrakt napisałem. Czy zechcesz złożyć na nim swój podpis?
str_npc6_rehire_speech|W końcu Cię znalazłem. Cóż, moja żona ma się dobrze, więc jestem gotów znów służyć pod twoim dowództwem.
str_npc7_rehire_speech|Zdrowia życzę, kapitanie. Myliłem się, licząc, że znajdę lepszych towarzyszy. Czy masz coś przeciwko temu, żebym znów do was dołączył?
str_npc8_rehire_speech|Nie sądziłem, że Cię tu spotkam, ago. Okazało się, że na tych ziemiach katem może być tylko miejscowy. Więc znów poszukuję pracy. Nie przyjąłbyś mnie z powrotem?
str_npc9_rehire_speech|Cóż mogę powiedzieć, {playername}... Pewnie łatwiej będzie uzyskać nowe ziemie, służąc u Ciebie, niż odzyskać stare! Myślę, że nie będziesz miał nic przeciwko temu, żebyśmy znów walczyli pod jednym sztandarem?
str_npc10_rehire_speech|Wokół sami oszuści i niegodziwcy! ''Korzystna propozycja'' była taka tylko do dnia wypłaty! Tych groszy nie wystarczyło mi nawet na nowy bandolet. Więc, jeśli nie masz nic przeciwko, jestem gotów wrócić do oddziału.
str_npc11_rehire_speech|I tym razem Allah nie był po naszej stronie. Ponieśliśmy porażkę, lecz walka o niepodległość się nie skończyła. Proszę, przyjmij mnie z powrotem, jeśli jeszcze na coś Ci się przydam.
str_npc12_rehire_speech|Za te datki, które przynosili mi mieszkańcy, o mało nóg nie wyciągnąłem. Nie, jednak o wiele lepszy jest los lekarza wojskowego. Mogę znów u Ciebie służyć?
str_npc13_rehire_speech|I oto znów się spotykamy. Miałeś rację, wojna dotarła wszędzie i prawdopodobnie nie ma już na ziemi spokojnych miejsc. Tak więc i ja wolałabym żyć wśród wojowników.
str_npc14_rehire_speech|{Mój dobry meister/Moja dobra pani}! Tak się cieszę, że Cię spotkałam. Los wolnej markietanki jest gorzki i nie do pozazdroszczenia - wojska nie potrzebują dostawców, dowódcy po prostu grabią osady, przez które przechodzą. Dlatego zapomnij o tym, co Ci ostatnim razem nagadałam, i wybacz głupiej Szwedce. Przecież mogę wrócić, prawda?
str_npc15_rehire_speech|Ech, {Panie/Pani}! Biedna wdowa nie ma w życiu szczęścia. Mój domek z rozkazu wojewody został zlicytowany, więc znów muszę się tułać. Weź mnie do siebie z powrotem, będę Ci wiernie służyć.
str_npc16_rehire_speech|Od naszego rozstania bardzo się zmieniłeś. Mam nadzieję, że nie na gorsze. Ale szybko się tego dowiem. Przecież znów jestem u Ciebie na służbie, prawda?
str_npc1_home_intro|Wadowice! Koronne ziemie Wielkiej Polski. Tu spędziłem swoje dzieciństwo i młodość!
str_npc2_home_intro|Kamieniec! Przeklęte, ale i przepiękne miejsce.
str_npc3_home_intro|Kraków. Stara stolica Polski. Miasto wielkich królów i gorliwych katolików.
str_npc4_home_intro|A ja przecież stąd pochodzę. Tatko był przypisany do pułku korsuńskiego.
str_npc5_home_intro|A przecież urodziłem się i wyrosłem w tych okolicach.
str_npc6_home_intro|Niedostępne miejsce ukrycia lub odosobnienia. Oto, co oznacza słowo ''Tuła''. Przy okazji, tak nazywa się moje rodzinne miasto.
str_npc7_home_intro|Riazań to pierwsze ruskie miasto, które padło pod naporem Mongołów. Stąd pochodzę.
str_npc8_home_intro|Tu, gdzie Don wpada do Morza Azowskiego, są moje rodzinne strony.
str_npc9_home_intro|Słyszę dzwony wileńskiej dzwonnicy! Stara stolica Litwy, wiążę się z nią wiele moich wspomnień.
str_npc10_home_intro|Poznaję te okolice! Gdy po raz pierwszy trafiłem na wasze ziemie, znakomicie mi się tu wojowało.
str_npc11_home_intro|Jak okiem sięgnąć step... Znajoma okolica.
str_npc12_home_intro|Zbliżamy się do Kijowa!
str_npc13_home_intro|Połtawa. Nazwa tego miejsca teraz nic nikomu nie mówi, ale moje wróżby podpowiadają, że niedługo odbędzie się tam wielka bitwa, która rozsławi moje miasto na całym świecie i będą o niej śpiewać najlepsi bardowie!
str_npc14_home_intro|Jeszcze kilka mil i zobaczymy mury Rewla!
str_npc15_home_intro|Ta cicha leśna rzeka zwie się Wołchow. Stąd już blisko do Nowogrodu.
str_npc16_home_intro|Słyszę szum przyboju. Jeszcze chwila i zobaczysz moją Kafę.
str_npc1_home_description|To właśnie w tych okolicach wzięła swój początek Rzeczpospolita. Nasza szlachta najbardziej na świecie ukochała wolność. I król u nas był zawsze wybierany, dlatego też był pierwszym wśród równych.
str_npc2_home_description|Stąd niedaleko na Wołoszczyznę, którą do dziś dnia uważamy za swoją ojczyznę. To miasto to prawdziwe pogranicze. Na kogo to nie lano smoły z tych murów. Bywały tu i tumeny Batu, i chorągwie Olgierda. Oblegali je Nalewajko i Krzywonos, Bohun, a nawet sam Chmielnicki.
str_npc3_home_description|Tutaj w 1386 roku odbył się chrzest litewskiego księcia Jagiełły. A jego małżeństwo z królową Jadwigą zapoczątkowało zjednoczenie Polski i Litwy w naszą republikę - Rzeczpospolitą.
str_npc4_home_description|Korsuń został założony jeszcze przez księcia Jarosława Mądrego, a teraz ze wszystkich ukraińskich miast ustępuje tylko Czehryniowi.
str_npc5_home_description|Viborg, miasto szwedzkich krzyżowców, którzy przybyli na te ziemie jeszcze w trzynastym wieku, żeby nieść kaganek chrześcijaństwa dzikim Karelom. Pierwszą twierdzę wybudowano tutaj w 1293 roku na rozkaz króla Torgilsa Knutssona.
str_npc6_home_description|Pół wieku temu Tułę zdobył Dymitr Samozwaniec i tutaj czekał, aż upadnie Moskwa. Trzy lata później objawił się tutaj jeszcze jeden samozwaniec - Wor Tuszyński.
str_npc7_home_description|Obecnie miasto rozciąga się w odległości piętnastu wiorst od starego. Lecz to właśnie stamtąd pochodzę.
str_npc8_home_description|Azak-Kale, stary tana, którego Kozacy dońscy nazywają Azowem. Pradziad opowiadał, że naszymi przodkami byli rządzący miastem genueńczycy. I już wtedy dumnie nosili miano miejskich katów!
str_npc9_home_description|Słyszycie, wilki wyją? To dobry znak. Starcy powiadają, że litewski książę Gedymin polował w tych okolicach i zabił tura. Tej nocy zobaczył we śnie ogromnego żelaznego wilka. Sen okazał się proroczy - wkrótce na wzgórzu, gdzie książę zobaczył wilka, zbudowano twierdzę.
str_npc10_home_description|Moja ojczyzna jest bardzo daleko stąd...
str_npc11_home_description|My, potomkowie Ilchanidów, przyszliśmy na ten step nie jako uciekinierzy, lecz jako prawowici właściciele. Lecz turecki sułtan wolał krymskich Gerejów. Od tego czasu żyjemy jak niewolnicy.
str_npc12_home_description|To przepiękne miasto, miłościwy Panie. Czas go nie oszczędził, lecz stolica Starej Rusi i teraz jest najpiękniejszym miejscem na ziemi.
str_npc13_home_description|Tutejsze pola słyną z czarnoziemu, a lasy pełne są zwierzyny. W tej okolicy mieszkają dobrzy, gościnni ludzie. Gdyby nie wojna...
str_npc14_home_description|Rewel, zanim dostał się Szwecji, był wolnym miastem i należał do Hanzy. Moja rodzina mieszkała tu jeszcze za czasów Zakonu Kawalerów Mieczowych.
str_npc15_home_description|Duże miasto, bogate. Dzieciństwo spędziłem na podgrodziu.
str_npc16_home_description|Moje rodzinne miasto - największy ośrodek handlowy. To prawda, towar mamy niezwykły. Niewolnicy wymagają specjalnej opieki i utrzymania. Ich cena bowiem zależy od tego, jak wyglądają.
str_npc1_home_description_2|Jeżeli umrę, to pochowajcie mnie w cichym zagajniku, niedaleko rodzinnej wioski.
str_npc2_home_description_2|Razem z innymi rekrutami broniłem głównej wieży i widziałem miasto otoczone niezliczonymi pułkami Kozaków. A tak odpłacili mi się jego mieszkańcy...
str_npc3_home_description_2|To miasto jest dla mnie czymś więcej niż tylko miastem rodzinnym. Tu czuje się ducha przeszłości...
str_npc4_home_description_2|Odbyła się tu wielka bitwa, kiedy Chmiel rozgromił szlachtę. Wtedy akurat siedziałem w tatarskiej niewoli.
str_npc5_home_description_2|Bóg chroni moje miasto. We wrześniu 1495 roku twierdzę Wyborg obległy pułki moskiewskiego cara Iwana III. I, kiedy miasto przygotowywało się do opuszczenia sztandarów i otwarcia bram, na niebie pojawił się krzyż. Strzelcy, bojąc się gniewu bożego, odstąpili. Ta historia jest przekazywana w mojej rodzinie z pokolenia na pokolenie.
str_npc6_home_description_2|W okolicznych lasach ojciec uczył mnie polować. Później, kiedy już nauczyłem się czytać zajęcze ślady i trafiać strzałą w oko wiewiórki, wysłano mnie do Moskwy.
str_npc7_home_description_2|I cóż z tego, że moje miasto jest nieduże, my, pochodzący z Riazania, jesteśmy dumni z naszej ziemi i naszych przodków!
str_npc8_home_description_2|Kogóż tu nie było - Scytowie, Grecy, Rusini, Pieczyngowie. Teraz twierdza ta jest kluczem do Krymu.
str_npc9_home_description_2|Były czasy, gdy w Wilnie rezydowali książęta władający ziemiami od Morza Północnego do Czarnego...
str_npc10_home_description_2|No, o tym może kiedy indziej...
str_npc11_home_description_2|Nie ma u nas ani miast, ani pałaców, ani wojska - pod każdym względem zależymy od Bakczysaraju. A przecież sławny Nugaj to moja ojczyzna. I będę o nią walczył do ostatniej kropli krwi.
str_npc12_home_description_2|Gdyby nie Ci straszni kureniowscy Kozacy, w życiu bym nie opuścił ukochanej podolskiej karczmy. Ale los nie pyta, czego chcesz. Zwłaszcza ludzi trudniących się takim niewdzięcznym rzemiosłem, jak moje.
str_npc13_home_description_2|Nie winię niepiśmiennych chłopów za to, że mnie wygnali. Kiedyś znów tu powrócę. Na zawsze.
str_npc14_home_description_2|Dla mieszkańców Rewla handel to rzecz normalna. Mój ojciec woził do Anglii ruskie konopie, a ja uciekłam i ruszyłam z armią.
str_npc15_home_description_2|Nie lubiłam lalek i bawiłam się z chłopcami w babki. Potem, kiedy podrosłam, zaczęłam pracować przy piecu. Wtedy też okazało się, że wałek w silnej ręce wcale nie jest gorszy od miecza.
str_npc16_home_description_2|Kiedyś wrócę tu i otworzę własny interes. Handel niewolnikami to bardzo dochodowe zajęcie.
str_npc1_home_recap|Jestem wielkopolskim szlachcicem, spokrewnionym z potężnymi magnatami Rzeczypospolitej.
str_npc2_home_recap|Mój ród przez wiele wieków rządził Wołoszczyzną, lecz ja urodziłem się i wychowałem w Kamieńcu.
str_npc3_home_recap|Mój ojciec to drobny szlachcic z przedmieść Krakowa. Ja chciałem zostać wojskowym, lecz on oddał mnie na naukę do kolegium duchownego.
str_npc4_home_recap|Kozacki chutor niedaleko Żółtych Wód. Tu po raz pierwszy wziąłem w rękę szablę i wypaliłem pierwszą fajeczkę.
str_npc5_home_recap|Mój ród to potomkowie krzyżowców, którzy walczyli z poganami w Karelii. Osiedlili się właśnie tutaj.
str_npc6_home_recap|Gorzki mój los. Przejeżdżając przez rodzinne miasto, muszę się ukrywać, więc nie mogę nawet odwiedzić grobu rodziców!
str_npc7_home_recap|Nasza posiadłość znajduje się niedaleko Starego Riazania. To właśnie tam przyszedłem na świat.
str_npc8_home_recap|Patrzę na ten brzeg, gdzie jako dzieci bawiliśmy się w katów i rozbójników, i łezka mi się w oku kręci.
str_npc9_home_recap|Moi rodzice mieli dom na Starym Mieście. To właśnie tam mateńka mnie urodziła.
str_npc10_home_recap|Młodość spędziłem w pałacu. W porównaniu z nim tutejsze królewskie komnaty wydać się mogą ubogą chatą.
str_npc11_home_recap|Gdzie się urodziłem? Na stepie. Żaden koczownik nie wskaże Ci dokładnego miejsca.
str_npc12_home_recap|Niewielki domek na zboczu Szczekawicy, z którego rozpościerał się widok na Dniepr i port głybocicki. To moje pierwsze wspomnienie z dzieciństwa.
str_npc13_home_recap|Lepiej nie wspominać. Kiedy myślę o mojej chałupie na Połtawszczyźnie, płakać mi się chce.
str_npc14_home_recap|Rewel, Rewel... Ach, żeby tak choć jednym okiem spojrzeć na wąską uliczkę, gdzie stał nasz dom.
str_npc15_home_recap|Nowogród to moja ojczyzna. Na całej Rusi nie ma lepszego miasta.
str_npc16_home_recap|Urodziłam się w starej Kafie.
