str_no_string|AUCUNE CHAÎNE !
str_npc4_personalitymatch_speech|Je trouve que {s11} est une fille charmante ! L'autre jour, je l'ai pincée et elle m'a frappé avec un licol si violemment que j'ai dû prendre mes jambes à mon cou...
str_npc5_personalitymatch_speech|Franchement, s'il y a un homme honnête parmi nous, c'est bien {s11}. Je suis luthérien, mais je le considère tout de même comme un Saint-Père. Surtout depuis que nous avons communié ensemble en finissant un tonneau de bon Tokay.
str_npc6_personalitymatch_speech|{Monsieur/Madame}, je me sens en pleine forme. J'ai récemment appliqué les sangsues de {s11} sur mon corps. Ce médecin mérite d'être honoré et respecté.
str_npc7_personalitymatch_speech|Excusez-moi de me mêler de ce qui ne me regarde pas, capitaine. Mais je voulais que vous sachiez que {s11} est un vrai guerrier, ainsi qu'un ami !
str_npc8_personalitymatch_speech|Peu importe ce que disent les gens, les Tartares et les Cosaques sont comme des frères ! Hier soir, {s11} et moi sommes rentrés de la taverne bras dessus bras dessous en chantant. Il entonnait des airs cosaques et moi des tartares. Quelle belle soirée ! Les villageois se sont précipités dehors en robe de nuit pour nous écouter.
str_npc9_personalitymatch_speech|Quel grand jour que celui où {s11} est entrée dans notre compagnie ! Abondance de nourriture, d'eau et autres joies du service militaire. Cela compte énormément pour les militaires.
str_npc10_personalitymatch_speech|Ce {s11} n'est point un couard et il n'a pas peur du sang.
str_npc11_personalitymatch_speech|Nous, les Nogaïs, avons toujours tenu en haute estime les Ukrainiennes. Elles font les meilleures femmes et concubines. Et notre {s11} est une perle ! Le jour où je rendrai leur indépendance aux Nogaïs et où je deviendrai khan, je la prendrai pour femme.
str_npc12_personalitymatch_speech|Au fait, {s11} est un bon camarade. Il ne se vente jamais de l'éminence de sa famille comme d'autres le font et il est toujours prêt à rendre service.
str_npc13_personalitymatch_speech|Je vous aurais quittés il y a bien longtemps si {s11} n'avait pas été à nos côtés. Ce vieil homme a remplacé mon défunt père. Il est le seul avec qui je me sente en sécurité !
str_npc14_personalitymatch_speech|{Monsieur/Madame}, on dit que les femmes ne peuvent pas être amies. Mais laissez-moi vous dire que je peux compter sur {s11}. Elle a soigné tous les chevaux de mon convoi et m'a préparé un bouillon pour faire tomber ma fièvre. J'étais remise sur pieds dès le lendemain.
str_npc15_personalitymatch_speech|Qui est ce cavalier là-bas ? On dirait {s11} qui rentre de sa ronde. Oh, on ne peut que dire du bien de lui. C'est un gentilhomme raffiné et courtois. Iil ne fait que des compliments sur ma cuisine et... et il est très gentil, vous savez...
str_npc16_personalitymatch_speech|{s11}, ça c'est un véritable guerrier ! C'est vrai que ses blagues sont grossières et ses habitudes frustes, mais il se bat comme personne !
str_npc1_personalitymatch_speech_b|Et si un jour, je suis condamné à mort, je veux que ce soit lui qui tienne la hache.
str_npc2_personalitymatch_speech_b|Récemment, ses connaissances médicales m'ont sauvé la vie.
str_npc3_personalitymatch_speech_b|C'est étrange, mais nous nous sommes rapidement trouvé des points communs. Si j'arrivais à le convertir au christianisme, l'évêque me réintégrerait sûrement.
str_npc4_personalitymatch_speech_b|Et elle sait faire des économies ! Peu importe qu'elle vienne de Novgorod, sa soupe maison est si bonne qu'on n'en laisse pas une goutte. Vous avez bien fait de l'enrôler dans la troupe. 
str_npc5_personalitymatch_speech_b|Notre Saint-Père est aussi très utile dans les batailles, comme vous l'avez sûrement remarqué. La dernière fois, il a proféré des jurons et des blasphèmes si terribles que les chevaux de l'ennemi ont ralenti.
str_npc6_personalitymatch_speech_b|Grâce au baume qu'il a appliqué après le combat, mes blessures ont guéri en quelques jours. Je suis content que ce sage fasse partie de notre compagnie.
str_npc7_personalitymatch_speech_b|Il me paraissait hautain au début, mais je vois aujourd'hui que l'on peut compter sur lui.
str_npc8_personalitymatch_speech_b|Vous dites qu'Allah interdit de boire du vin ? C'est vrai, mais {s11} maîtrise fort bien les préceptes de la religion. Il m'a expliqué que rien dans le Coran n'interdit de boire de la vodka...
str_npc9_personalitymatch_speech_b|Notre commissaire est à la hauteur. Si elle avait été de sang noble, je lui aurais peut-être demandé sa main. Je ne saurais trouver de meilleure maîtresse de maison dans ce bas monde.
str_npc10_personalitymatch_speech_b|Lorsque nous nous battons côte à côte, rien ne peut nous arrêter.
str_npc11_personalitymatch_speech_b|Si elle est aussi douée en amour qu'en magie, nous pourrions avoir la belle vie !
str_npc12_personalitymatch_speech_b|Quel dommage qu'il ait choisi la voie guerrière ! Il aurait fait un merveilleux médecin.
str_npc13_personalitymatch_speech_b|Et il semble que je lui plaise aussi. Je ferais mieux d'aller dans les bois chercher quelques herbes pour soigner sa goutte.
str_npc14_personalitymatch_speech_b|Je pense qu'elle est la personne la plus digne du groupe. Que tout le monde sache que le premier qui la touche devra se contenter de viande de cheval faisandée comme souper durant tout le voyage.
str_npc15_personalitymatch_speech_b|Si vous le voyez, dites-lui de venir manger. Je lui ai mis quelques douceurs de côté. Si mon mari avait été aussi galant et majestueux, je ne lui aurais pas brisé mon rouleau à pâtisserie sur la tête.
str_npc16_personalitymatch_speech_b|Vous devriez faire son éloge et le récompenser de ses exploits, maître. Cet homme ne perd jamais !
str_npc1_retirement_speech|{Mon garçon/Ma fille}, ma carcasse douloureuse me fait comprendre que mes jours passés à galoper et à brandir ma lame touchent à leur fin. J'ai récolté un peu d'argent, j'aimerais acheter une ferme où je pourrais finir mes jours.
str_npc2_retirement_speech|Je dois vous dire, {Monsieur/Madame}, que depuis le début, les choses ne se sont pas passées comme je l'espérais. Je suis désolé, mais je dois vous quitter. Je vais chercher des compagnons qui me traiteront bien et qui respecteront mes coutumes.
str_npc3_retirement_speech|Mon commandant ! Cette nuit, j'ai eu une vision. La Vierge Marie me disait d'aller à Riga rendre visite à l'évêque et d'abjurer. Il pourrait renoncer à mon excommunication et me rendre ma paroisse. Ce n'est pas la première vision de ce genre que j'ai. Je ferais mieux de m'y rendre...
str_npc4_retirement_speech|C'est que, vous voyez, mes frères du Don ont prévu un voyage en Perse pour y apporter des marchandises. Ils m'ont demandé de les accompagner. Ne le prenez pas mal, mais je dois les rejoindre.
str_npc5_retirement_speech|Pardonnez-moi, {Herr Kommandant/Kommandantin}, mais je dois annuler notre accord. La place d'un soldat n'est pas parmi des mercenaires, mais dans les forces royales. Que la chance vous sourie où que vous alliez !
str_npc6_retirement_speech|Mon cœur souffre et je suis constamment inquiet pour me femme qui se trouve seule, en terre étrangère. Ne le prenez pas mal, mais je vais partir quelque temps.
str_npc7_retirement_speech|Capitaine ! Pardonnez-moi, mais je ne me sens pas à ma place ici. Je vais chercher une autre compagnie qui m'apprécierait pour ce que je vaux.
str_npc8_retirement_speech|Je suis désolé, aga, mais il y a du nouveau... Dans un bourg près d'ici, un bourreau a pris sa retraite. Si vous saviez comme mon travail me manque ! La nuit, je rêve de hache, de nœud coulant et de filin de soie. Je crois que je vais y aller et exercer le travail pour lequel je suis fait...
str_npc9_retirement_speech|{playername}, il est temps de se séparer. J'ai entendu dire que la guerre a éclaté à Bryansk et je souhaite m'y rendre pour récupérer mes terres volées. Merci pour tout et gardez un bon souvenir de moi.
str_npc10_retirement_speech|Je ne tournerai pas autour du pot. Je suis un soldat qui cherche la fortune et notre situation n'a pas l'air prometteuse depuis quelque temps. On vient de me faire une proposition intéressante. Mais j'espère ne jamais vous croiser sur un champ de bataille. Adieu.
str_npc11_retirement_speech|Un héraut vient d'arriver des steppes, Mirza ! L'heure est venue ! La horde nogaï est prête à se libérer du joug turc. Je dois me joindre à eux ! Adieu !
str_npc12_retirement_speech|Le moment est venu de se séparer, mon bon commandant. Les habitants de la région m'ont persuadé de rester pour les soigner. Je vous suis reconnaissant de votre aide et de votre protection. Si vous avez besoin de sangsues, vous savez où me trouver.
str_npc13_retirement_speech|J'en ai soupé de tous ces voyages et de toutes ces batailles, {playername} ! Je vais me trouver un coin tranquille où vivre en paix et me consacrer à mon métier. Mais avant de partir, je vais vous confier un charme qui vous portera bonheur au cours des batailles. 
str_npc14_retirement_speech|Excusez-moi, mais ma patience est à bout. Vos soldats sont des goinfres ingrats et vos compagnons sont grossiers. De plus, gérer des marchandises sans me remplir les poches ne me convient guère. Voilà les notes de toutes les dépenses et de tous les revenus. J'espère que nous resterons bons amis ?
str_npc15_retirement_speech|Je ne supporte plus cette vie de vagabond, {Monsieur/Madame}. Nous parcourons les champs et les bois tels des ours réveillés en plein hiver. Je vais rentrer à la maison. Merci d'avoir partagé sel, pain, refuge et sagesse avec moi.
str_npc16_retirement_speech|Je suis désolée, mais je ne peux plus vous protéger fidèlement. Je trouve vos actes et l'attitude de compagnons inacceptables. Adieu. Peut-être nous reverrons-nous un jour.
str_npc1_rehire_speech|Vous savez, {mon garçon/ma fille}, je ne suis peut-être plus tout jeune, mais une vie paisible ne me convient pas. D'autant plus quand il y a des ennemis qui fourmillent partout autour de nous ! Si vous commandez une cruche de bon vin pour moi, je retournerai volontiers sous votre commandement.
str_npc2_rehire_speech|Je dois admettre que vous êtes le meilleur compagnon que j'ai rencontré. Mon départ était une erreur.
str_npc3_rehire_speech|C'est vous, commandant ! Oh, le sacristain de la cathédrale de Riga m'a dit que croire aux rêves était un péché ! Les jours passés dans les cellules du diocèse ont été affreux. Vous pouvez compter sur moi.
str_npc4_rehire_speech|Ah commandant ! Je savais au fond de moi que le chemin que j'avais choisi ne m'apporterait rien de bon. Le peu d'argent que j'ai gagné, je l'ai dépensé dans la première taverne venue. Si vous voulez encore de moi, je vous rejoindrai avec plaisir.
str_npc5_rehire_speech|{Herr/Dame} {playername} ! Quelques semaines dans un régiment de mousquetaires m'ont suffi pour comprendre mon erreur. Au lieu de nous battre, nous faisions des exercices à longueur de journée. Et quand je suis rentré de permission légèrement éméché, j'ai eu droit à dix jours d'incarcération. Assis sur le sol humide et froid, je me suis souvenu de nos campagnes, les meilleurs moments de ma vie. J'ai déjà acheté du parchemin et rédigé un nouveau contrat. Voudriez-vous avoir la gentillesse de le signer ?
str_npc6_rehire_speech|Je vous trouve enfin ! Ma femme va bien et je suis prêt à me remettre sous votre bannière.
str_npc7_rehire_speech|Bien le bonjour, capitaine. J'ai eu tort de vouloir chercher de meilleurs compagnons. Pourrais-je me joindre à vous à nouveau ?
str_npc8_rehire_speech|Je ne m'attendais pas à vous trouver ici, aga. Il s'est avéré que seuls les gens de la région peuvent travailler comme bourreaux ici. Alors, j'erre à la recherche de menus travaux. Voudriez-vous encore de moi dans vos rangs ?
str_npc9_rehire_speech|Que dire, {playername} ? Il semble qu'acquérir de nouvelles terres sous votre commandement soit plus facile que de récupérer mes anciennes propriétés ! J'espère que vous ne verriez pas d'inconvénient à ce que nous combattions à nouveau sous la même bannière ?
str_npc10_rehire_speech|Il semble qu'il n'y ait que des escrocs et des filous dans cette région ! Leur "proposition intéressante" ne l'était pas tant que ça au moment de recevoir ma paye ! Ces quelques pièces ne m'ont même pas permis de m'acheter une nouvelle bandoulière. Si vous n'avez rien contre, je suis prêt à retourner dans votre compagnie.
str_npc11_rehire_speech|Hélas, Allah n'était pas avec nous cette fois-ci. Nous avons été vaincus, mais notre lutte pour l'indépendance n'est pas terminée. S'il vous plaît, reprenez-moi, si vous avez encore besoin de moi.
str_npc12_rehire_speech|Vu les rares dédommagements que ces villageois peuvent m'offrir, j'ai failli tout abandonner. Je préfère être un médecin dans l'armée. Me reprendriez-vous ?
str_npc13_rehire_speech|Quel plaisir de vous revoir ! Vous aviez raison, la guerre est partout et les endroits tranquilles sont rares sur cette terre. Je préfère encore me battre aux côtés de mes amis.
str_npc14_rehire_speech|{Mon bon Monsieur/Ma bonne dame} ! Je suis si heureux de vous revoir. La vie de commissaire mercenaire n'est pas facile. Les armées n'ont pas besoin de fournisseurs : leurs commandants se contentent de piller les villages sur leur chemin. Oubliez tout ce que j'ai dit auparavant, s'il vous plaît. Je pardonne à cet idiot de Suédois. Puis-je revenir dans votre compagnie ?
str_npc15_rehire_speech|Ah, {Monsieur/Madame} ! Il n'y a guère de vie heureuse pour une pauvre veuve. Le Trésor s'est emparé de ma maison sur ordre des seigneurs de guerre. Me voilà à nouveau vagabonde. Reprenez-moi, je vous en supplie ! Je vous servirai de mon mieux.
