str_no_string|¡NO STRING!
str_npc1_home_description_2|Si muero, enterradme en el apacible bosque que hay cerca de mi pueblo natal.
str_npc2_home_description_2|Junto con otros colonos, he defendido la torre de la ciudad, desde donde vi incontables regimientos de cosacos rodeando la ciudad. Y así es como me lo agradecen sus habitantes...
str_npc3_home_description_2|Para mí, esa ciudad es algo más que el lugar donde nací. Aquí uno puede notar el aliento de la historia...
str_npc4_home_description_2|Hubo una gran batalla, en la que Hmelnitski aplastó a la nobleza. En aquella época yo era prisionero de los tártaros.
str_npc5_home_description_2|Mi ciudad está bajo la mirada vigilante de Dios. En septiembre de 1495, la fortaleza de Vyborg fue sitiada por los regimientos de Iván III, el zar de Moscú. Y justo cuando la ciudad se preparaba para bajar sus banderas y abrir las puertas, apareció una cruz en el cielo. El ejército asediante, por miedo a la ira de Dios, huyó de la ciudad. Nuestra familia ha ido contando esta historia de generación en generación.
str_npc6_home_description_2|En estos bosques, mi padre me enseñó a dominar el arte del rastreo. Luego, una vez ya había aprendido a seguir el rastro de las liebres y a cazar ardillas clavándoles una flecha en el ojo, me enviaron a Moscú.
str_npc7_home_description_2|Por muy pequeña que sea mi ciudad, nosotros, los nobles de Ryazan, estamos muy orgullosos de nuestra tierra y de nuestros antepasados.
str_npc8_home_description_2|Por aquí han pasado muchos pueblos: los escitas, los griegos, los rusos, los pechenegos... Y ahora esta fortaleza es clave para los táuricos.
str_npc9_home_description_2|Hubo un tiempo en el que los príncipes de Vilna gobernaban todas las tierras desde el mar del Norte hasta el mar Negro.
str_npc10_home_description_2|Ya hablaremos de ello otro día.
str_npc11_home_description_2|No tenemos ciudades, ni residencias ni ejércitos. Estamos subyugados y vivimos precariamente en Bakhchisaray. Sin embargo, la gloriosa Nogai es mi tierra natal, y lucharé por ella hasta mi último aliento.
str_npc12_home_description_2|De no haber sido por los terribles cosacos de Kurenivka, nunca habría dejado mi casa de Podolsk. Pero el destino nunca me pregunta mi opinión... No somos nada, y menos aún la gente que se dedica a un oficio como el mío, que recibe un trato tan ingrato.
str_npc13_home_description_2|No culpo a los aldeanos analfabetos por echarme. Algún día regresaré para quedarme.
str_npc14_home_description_2|Para los habitantes de Reval, el comercio es la esencia de la vida. Mi padre trajo el cáñamo ruso a Inglaterra, y yo... bueno, yo hui y seguí al ejército.
str_npc15_home_description_2|No me gustaban las muñecas y jugaba a bolos con los niños. Cuando me hice mayor aprendí a cocinar. Ahí es donde aprendí que un rodillo de cocina a manos de alguien fuerte puede ser tan mortal como una espada.
str_npc16_home_description_2|Algún día regresaré y abriré mi propio negocio. El comercio de esclavos es bastante lucrativo...
str_npc1_home_recap|Pertenezco a la gran nobleza polaca, y soy familiar de poderosos magnates de la república Polaca.
str_npc2_home_recap|Durante muchos años, mi familia gobernó en Valachia, pero yo nací y crecí en Kamenets.
str_npc3_home_recap|Mi padre es un pequeño terrateniente de la región de Cracovia. Yo quería hacerme guerrero, pero en lugar de ello me inscribió en un seminario de curas.
str_npc4_home_recap|Una granja cosaca cerca de Zhovti Vody. Aquí es donde por primera vez blandí una espada, y donde me fumé mi primera pipa.
str_npc5_home_recap|Mi familia es descendiente de los cruzados que lucharon contra los paganos de Karelia, y que terminaron estableciéndose en estas tierras.
str_npc6_home_recap|Amarga es mi suerte. Para atravesar mi ciudad natal, debo ocultarme entre las sombras, ¡y ni siquiera puedo visitar la tumba de mis padres!
str_npc7_home_recap|Nuestra propiedad no está lejos de la vieja Ryazan. Allí es donde nací.
str_npc8_home_recap|Cuando contemplo esta orilla, donde jugábamos al escondite de niños, se me llenan los ojos de lágrimas.
str_npc9_home_recap|Mis padres tenían una casa en el casco antiguo. Allí es donde mi madre me dio a luz.
str_npc10_home_recap|Mi juventud la pasé en un palacio tan majestuoso que estas lujosas residencias a su lado parecerían sucias chabolas...
str_npc11_home_recap|¿Que dónde nací? En la estepa. Los nómadas no podemos ser más precisos a la hora de decir nuestro lugar de nacimiento.
str_npc12_home_recap|Una casita en la ladera de Schekavitsa, con vistas al río Dniéper y al puerto de Glybochitsk; ese es mi primer recuerdo de infancia.
str_npc13_home_recap|Prefiero no recordarlo. Cuando pienso en mi pobre casa de Poltava, se me llenan los ojos de lágrimas.
str_npc14_home_recap|Ay, Reval, Reval... Ojalá pudiera ver por un instante esa estrecha calle, esa vieja casa nuestra.
str_npc15_home_recap|Novgorod es mi ciudad natal, la mejor de toda la Rus.
str_npc16_home_recap|Yo nací en la vieja ciudad de Kafa.
str_npc1_honorific|{hijo/hija mía}
str_npc2_honorific|{señor/señora}
str_npc3_honorific|comandante
str_npc4_honorific|amigo
str_npc5_honorific|{Herr/Frau} {playername}
str_npc6_honorific|{señor/señora}
str_npc7_honorific|{capitán/capitana}
str_npc8_honorific|{playername}-aga
str_npc9_honorific|{playername}
str_npc10_honorific|{monsieur/madame}
str_npc11_honorific|mirza
str_npc12_honorific|buen comandante
str_npc13_honorific|{buen hombre/buena mujer}
str_npc14_honorific|{señor/señora}
str_npc15_honorific|{señor/señora}
str_npc16_honorific|{señor/señora}
str_comment_intro_liege_affiliated|Según tengo entendido, habéis jurado lealtad a mi enemigo, pero no creo que pase nada porque charlemos un rato.
str_comment_intro_famous_liege|¡Vuestra fama os precede! Tal vez es hora de que busquéis un capitán que sea digno de vuestro valor.
str_comment_intro_famous_martial|He oído hablar de vuestras hazañas. Si dios quiere, algún día nos encontraremos en el campo de batalla...
str_comment_intro_famous_badtempered|He oído hablar de vos. Bueno, no soy de los que pierde el tiempo con formalidades, así que si tenéis algo que decir, decidlo.
str_comment_intro_famous_pitiless|Sé cómo os llamáis, y que vuestro nombre infunde miedo. Algún día deberíamos hablar.
str_comment_intro_famous_cunning|Al fin nos conocemos. Corre el rumor de que sois un buen guerrero. De vez en cuando deberíamos reunirnos y hablar.
str_comment_intro_famous_sadistic|Sé cómo os llamáis; vuestro nombre se oye a menudo junto a "se busca"... Pero no es mi problema.
str_comment_intro_famous_goodnatured|¡He oído hablar de vos! Al fin nos conocemos.
str_comment_intro_famous_upstanding|Conozco vuestro nombre. Dicen que sois {un valeroso guerrero/una valerosa guerrera}. Espero que vuestro honor y piedad sean tan grandes como vuestro valor.
str_comment_intro_noble_liege|Necesito guerreros capaces, pero primero debéis demostrar vuestra valía.
str_comment_intro_noble_martial|Veo que portáis el estandarte de una casa noble, pero no lo reconozco. ¡Tal vez algún día probemos nuestro valor en un torneo o en el campo de batalla!
str_comment_intro_noble_badtempered|No reconozco vuestro estandarte. Sin duda sois {otro forastero/otra forastera} que llega a nuestras tierras, como si no tuviéramos suficientes ya.
str_comment_intro_noble_pitiless|Veo que portáis el estandarte de una casa noble, pero no lo reconozco. ¡Sin duda otro buitre que llega a engordar con los despojos de las guerras!
str_comment_intro_noble_cunning|Parecéis noble, pero hay muchos impostores hoy en día que lo parecen. Aun así, siempre vale la pena conocer a alguien que puede que algún día llegue a ser un gran capitán.
str_comment_intro_noble_sadistic|Qué raro, no me suena vuestro nombre. Debéis de ser uno de esos "nuevos" nobles. O quizá es que os habéis puesto un título falso.
str_comment_intro_noble_goodnatured|No os ofendáis, pero no reconozco vuestro estandarte. ¡Perdonad mi ignorancia, {sir/madame}! Me alegro de conoceros.
str_comment_intro_noble_upstanding|No me suena vuestro nombre. Tendré que fiarme de vuestra palabra de que sois noble de nacimiento.
str_comment_intro_common_liege|Puede que seáis de sangre plebeya, pero eso no me importa a la hora de reclutar soldados, si es que pueden probar que merecen mi confianza.
str_comment_intro_common_martial|Quizá no seáis de alta alcurnia, pero si demostráis vuestro coraje y honor, os consideraré un igual en el campo de batalla.
str_comment_intro_common_badtempered|Hablad rápido si es que tenéis algo que decir, no tengo tiempo para chácharas.
str_comment_intro_common_pitiless|¿Un mercenario? Otro quebradero de cabeza. Pronto no habrá donde esconderse de estos soldados a sueldo...
str_comment_intro_common_cunning|Bueno... no he oído nada sobre vos, pero tenéis aspecto de alguien que podría llegar lejos algún día.
str_comment_intro_common_sadistic|Normalmente los siervos reciben una buena zurra si me preguntan algo, pero hoy estoy de buen humor, así que hablad.
str_comment_intro_common_goodnatured|Me alegro de veros.
str_comment_intro_common_upstanding|Adiós, {señor/señora}, y recordad siempre que un noble guerrero debe ser justo y honrado.
str_comment_you_raided_my_village_enemy_benevolent|Habéis atacado a campesinos inocentes bajo mi protección en la aldea de {s51}... ¡Ahora vuestra vida no vale ni un mísero tálero!
str_comment_you_raided_my_village_enemy_spiteful|Habéis saqueado mi aldea de {s51}, destruyendo mi propiedad y matando a mis arrendatarios. ¡Lo pagaréis con vuestra sangre!
str_comment_you_raided_my_village_enemy_coldblooded|Habéis saqueado mi aldea, {s51}, y habéis destruido las  propiedades y matado a los inquilinos. Si queréis seguir con vida, no os acerquéis a mis tierras.
str_comment_you_raided_my_village_enemy|Habéis atacado a campesinos inocentes bajo mi protección en la aldea de {s51}. ¡Esto lo pagaréis caro!
str_comment_you_raided_my_village_unfriendly_spiteful|Habéis saqueado la aldea de {s51}. La aldea es mía, y tendréis que responder por vuestros delitos...
str_comment_you_raided_my_village_friendly|Habéis saqueado la aldea de {s51}. La aldea es mía, así que ya no tenemos nada que hablar.
str_comment_you_raided_my_village_default|Habéis saqueado mi aldea, {s51}. Si continuáis actuando de esa forma, esto terminará en el campo de batalla.
str_comment_you_robbed_my_village_enemy_coldblooded|Habéis robado a mis arrendatarios de la aldea de {s51}. Lo tomo como un insulto personal.
str_comment_you_robbed_my_village_enemy|Habéis robado a inocentes campesinos bajo mi protección de la aldea de {s51}. ¡Preparaos para pagar por vuestros delitos!
str_comment_you_robbed_my_village_friendly_spiteful|He oído que habéis robado algo de comida a mis arrendatarios de {s51}. Sé perfectamente que estamos en guerra, pero en esta vida no hay nada gratis.
str_comment_you_robbed_my_village_friendly|He oído que habéis requisado provisiones a mis arrendatarios de {s51}. La guerra es la guerra, ¿eh? Bueno, entonces seguro que no me reprocharéis nada si pasa algo...
str_comment_you_robbed_my_village_default|Habéis robado a mis arrendatarios de la aldea de {s51}. Es una buena idea para un bandido, pero muy mala para alguien que tiene mi amistad.
str_comment_you_accosted_my_caravan_enemy|Habéis estado acosando caravanas que estaban bajo mi protección. Los bandoleros no sobreviven mucho tiempo en estas tierras.
str_comment_you_accosted_my_caravan_default|Habéis estado acosando caravanas que estaban bajo mi protección. Espero que fuera por error, de lo contrario, tendré que enseñaros una lección
str_comment_you_helped_villagers_benevolent|He oído que habéis ayudado económicamente a mis arrendatarios de {s51}. He sido negligente en mis deberes como señor y protector, y os agradezco lo que habéis hecho.
str_comment_you_helped_villagers_friendly_cruel|He oído que habéis ayudado económicamente a mis arrendatarios de {s51}. Aprecio vuestro gesto, pero prefiero que me dejéis solucionar los problemas de mi gente a mí.
str_comment_you_helped_villagers_friendly|He oído que habéis ayudado económicamente a mis arrendatarios de {s51}. ¿Os gusta jugar a ser el salvador? Bueno, pues no me meteré...
str_comment_you_helped_villagers_unfriendly_spiteful|He oído que habéis ayudado económicamente a mis arrendatarios de {s51}. Es gracioso veros mendigando el favor de mis vasallos, pero os agradecería que os ocuparais de vuestros propios asuntos.
str_comment_you_helped_villagers_cruel|He oído que habéis ayudado económicamente a mis arrendatarios de {s51}. Como señor y protector de los campesinos, es mi deber ayudarles en tiempos de necesidad. Puede que lo hayáis hecho con buena voluntad, pero vuestras acciones minan mi autoridad. Os agradecería que los dejarais en paz.
